model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,AD,1.0,0,1,1,33,-28083.22145602107,3.252690735056621,14.38
gst_coreg2_small,AD,1.0,1,1,1,30,-28083.22224238515,3.2523352898599134,13.98
gst_coreg2_small,AD,1.0,2,1,1,27,-28083.222338676453,3.2523966311060883,15.64
gst_coreg2_small,AD,1.0,3,1,1,22,-28083.214860469103,3.250776311892662,14.8
gst_coreg2_small,AD,1.0,4,1,1,37,-28083.22238495946,3.2524332673615395,15.72
gst_coreg2_small,AD,1.0,5,1,1,33,-28083.222338169813,3.252328189729317,15.47
gst_coreg2_small,AD,1.0,6,1,1,31,-28083.222399950027,3.2524055083972736,14.4
gst_coreg2_small,AD,1.0,7,1,1,33,-28083.222403019667,3.252442148955833,15.95
gst_coreg2_small,AD,1.0,8,1,1,37,-28083.22239664197,3.2524386071477505,16.77
gst_coreg2_small,AD,1.0,9,1,1,30,-28083.222406089306,3.2524309523850574,15.56
gst_coreg2_small,AD,1.0,10,1,1,21,-28083.222312390804,3.2526411031349274,14.78
gst_coreg2_small,AD,1.0,11,1,1,22,-28083.222310602665,3.252204451178076,14.93
gst_coreg2_small,AD,1.0,12,1,1,33,-28083.22240191698,3.2524435607917277,15.7
gst_coreg2_small,AD,1.0,13,1,1,34,-28083.22221466899,3.2525661694959935,15.49
gst_coreg2_small,AD,1.0,14,1,1,22,-28083.207457631826,3.2554027514358608,14.54
gst_coreg2_small,AD,1.0,15,1,1,37,-28083.222331106663,3.2524088960508077,15.39
gst_coreg2_small,AD,1.0,16,1,1,35,-28083.22236818075,3.252500511636094,15.3
gst_coreg2_small,AD,1.0,17,1,1,40,-28083.221957951784,3.252553068115031,16.85
gst_coreg2_small,AD,1.0,18,1,1,34,-28083.22199574113,3.2523435390862185,15.68
gst_coreg2_small,AD,1.0,19,1,1,35,-28083.222401052713,3.252443425553727,16.12
gst_coreg2_small,AD,1.0,20,1,1,35,-28083.222279310226,3.252344460486655,16.0
gst_coreg2_small,AD,1.0,21,1,1,34,-28083.222198814154,3.2523892487050343,15.64
gst_coreg2_small,AD,1.0,22,1,1,32,-28083.222392857075,3.252446408834119,15.34
gst_coreg2_small,AD,1.0,23,1,1,34,-28083.22237738967,3.25239207424415,15.46
gst_coreg2_small,AD,1.0,24,1,1,34,-28083.222391545773,3.2524257854622216,15.65
gst_coreg2_small,AD,1.0,25,1,1,27,-28083.22234749794,3.252446526194895,15.21
gst_coreg2_small,AD,1.0,26,1,1,35,-28083.22233825922,3.2524147061741617,15.74
gst_coreg2_small,AD,1.0,27,1,1,33,-28083.22233748436,3.252470271206544,15.41
gst_coreg2_small,AD,1.0,28,1,1,30,-28083.22236892581,3.2524441245718303,15.18
gst_coreg2_small,AD,1.0,29,1,1,31,-28083.22143509984,3.252466587564444,15.16
gst_coreg2_small,AD,1.0,30,1,1,23,-28083.222184240818,3.2521126230647797,14.62
gst_coreg2_small,AD,1.0,31,1,1,33,-28083.222092568874,3.2523033477345313,15.38
gst_coreg2_small,AD,1.0,32,1,1,22,-28083.22233760357,3.2522714833516093,14.57
gst_coreg2_small,AD,1.0,33,1,1,33,-28083.22240266204,3.252425374999257,15.43
gst_coreg2_small,AD,1.0,34,1,1,30,-28083.22233697772,3.2523792414861816,15.24
gst_coreg2_small,AD,1.0,35,1,1,32,-28083.222406685352,3.252422535170736,15.41
gst_coreg2_small,AD,1.0,36,1,1,29,-28083.222380787134,3.252411733076886,15.18
gst_coreg2_small,AD,1.0,37,1,1,33,-28083.222301095724,3.252413241942477,15.68
gst_coreg2_small,AD,1.0,38,1,1,29,-28083.222326636314,3.252470602577581,15.24
gst_coreg2_small,AD,1.0,39,1,1,35,-28083.222299933434,3.2523568209414813,15.45
gst_coreg2_small,AD,1.0,40,1,1,34,-28083.222378134727,3.25243540576852,15.61
gst_coreg2_small,AD,1.0,41,1,1,31,-28083.222386330366,3.252452097516191,15.18
gst_coreg2_small,AD,1.0,42,1,1,39,-28083.222287625074,3.2524189659216045,15.94
gst_coreg2_small,AD,1.0,43,1,1,32,-28083.221788853407,3.2524390282682862,15.48
gst_coreg2_small,AD,1.0,44,1,1,34,-28083.22240510583,3.2524426661471755,15.64
gst_coreg2_small,AD,1.0,45,1,1,33,-28083.22199985385,3.2523743751932597,15.38
gst_coreg2_small,AD,1.0,46,1,1,36,-28083.22238883376,3.252444210050336,15.94
gst_coreg2_small,AD,1.0,47,1,1,27,-28083.22240409255,3.252436633780948,15.07
gst_coreg2_small,AD,1.0,48,1,1,31,-28083.22194546461,3.252250594377962,15.48
gst_coreg2_small,AD,1.0,49,1,1,32,-28083.222380280495,3.252510115883138,15.53
