model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,FD,7.0,0,1,1,62,-28083.2224060297,3.2524238574784268,135.95
gst_coreg2_small,FD,7.0,1,0,0,0,nan,nan,53.45
gst_coreg2_small,FD,7.0,2,0,0,0,nan,nan,56.51
gst_coreg2_small,FD,7.0,3,0,0,0,nan,nan,56.4
gst_coreg2_small,FD,7.0,4,1,1,56,-28083.222400277853,3.2524609771490467,106.05
gst_coreg2_small,FD,7.0,5,1,1,108,-28083.222067058086,3.2522580898638327,212.64
gst_coreg2_small,FD,7.0,6,1,1,44,-28083.222406625748,3.252425604572226,72.41
gst_coreg2_small,FD,7.0,7,0,0,0,nan,nan,59.38
gst_coreg2_small,FD,7.0,8,1,1,77,-28083.222391545773,3.2524507270054994,144.9
gst_coreg2_small,FD,7.0,9,1,1,55,-28083.22240641713,3.2524237261628337,106.72
gst_coreg2_small,FD,7.0,10,1,1,61,-28083.222404539585,3.2524066207866,109.26
gst_coreg2_small,FD,7.0,11,1,1,47,-28083.222391724586,3.252435273330978,79.42
gst_coreg2_small,FD,7.0,12,0,0,0,nan,nan,41.16
gst_coreg2_small,FD,7.0,13,1,1,68,-28083.222354859114,3.252400989249744,114.92
gst_coreg2_small,FD,7.0,14,1,1,66,-28083.22240576148,3.25239974365562,108.05
gst_coreg2_small,FD,7.0,15,1,1,80,-28083.2219748199,3.252846455756641,147.66
gst_coreg2_small,FD,7.0,16,1,1,55,-28083.222398132086,3.2524230890880865,88.92
gst_coreg2_small,FD,7.0,17,0,0,0,nan,nan,67.03
gst_coreg2_small,FD,7.0,18,1,1,54,-28083.22232583165,3.252367674181293,92.79
gst_coreg2_small,FD,7.0,19,1,1,59,-28083.22240409255,3.2524372995820885,102.38
gst_coreg2_small,FD,7.0,20,1,1,51,-28083.222319692373,3.25252765494144,80.35
gst_coreg2_small,FD,7.0,21,1,1,94,-28083.222406685352,3.2524268727081127,179.2
gst_coreg2_small,FD,7.0,22,1,1,52,-28083.222406744957,3.2524361702152045,105.13
gst_coreg2_small,FD,7.0,23,1,1,56,-28083.222336679697,3.2523968099205613,100.1
gst_coreg2_small,FD,7.0,24,0,0,0,nan,nan,61.99
gst_coreg2_small,FD,7.0,25,1,1,77,-28083.222224861383,3.252343324981349,158.05
gst_coreg2_small,FD,7.0,26,0,0,0,nan,nan,26.72
gst_coreg2_small,FD,7.0,27,1,1,66,-28083.222312748432,3.2525162787139696,112.86
gst_coreg2_small,FD,7.0,28,1,1,50,-28083.222305744886,3.2522931209861956,88.94
gst_coreg2_small,FD,7.0,29,0,0,0,nan,nan,5.94
gst_coreg2_small,FD,7.0,30,1,1,49,-28083.221960157156,3.2524146708190673,100.76
gst_coreg2_small,FD,7.0,31,1,1,61,-28083.222404003143,3.252435559172994,112.46
gst_coreg2_small,FD,7.0,32,1,1,52,-28083.222368627787,3.2525235829257353,97.22
gst_coreg2_small,FD,7.0,33,1,1,58,-28083.222356945276,3.2523646666943,105.35
gst_coreg2_small,FD,7.0,34,1,1,58,-28083.222098112106,3.2524321254234536,92.25
gst_coreg2_small,FD,7.0,35,1,1,83,-28083.222403645515,3.2524247805501445,151.92
gst_coreg2_small,FD,7.0,36,1,1,57,-28083.222399562597,3.2523831188284005,103.66
gst_coreg2_small,FD,7.0,37,0,0,0,nan,nan,55.91
gst_coreg2_small,FD,7.0,38,1,1,67,-28083.222400307655,3.2523949333687807,120.62
gst_coreg2_small,FD,7.0,39,0,0,0,nan,nan,24.73
gst_coreg2_small,FD,7.0,40,1,1,63,-28083.222406744957,3.252419650578847,113.31
gst_coreg2_small,FD,7.0,41,1,1,65,-28083.222069323063,3.252548070745745,113.03
gst_coreg2_small,FD,7.0,42,1,1,65,-28083.222385942936,3.2524663648151364,113.37
gst_coreg2_small,FD,7.0,43,1,1,52,-28083.222335666418,3.252421385452262,92.76
gst_coreg2_small,FD,7.0,44,1,1,60,-28083.222292870283,3.2525662222226983,98.07
gst_coreg2_small,FD,7.0,45,1,1,63,-28083.22228652239,3.2523882750968593,121.44
gst_coreg2_small,FD,7.0,46,1,1,55,-28083.222398132086,3.25243609156821,94.49
gst_coreg2_small,FD,7.0,47,1,1,74,-28083.222406595945,3.2524336106849754,152.39
gst_coreg2_small,FD,7.0,48,1,1,67,-28083.222314476967,3.2522635633251196,125.67
gst_coreg2_small,FD,7.0,49,0,0,0,nan,nan,78.67
