model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
wa2_small,FD,3.0,0,1,1,53,-94561.23451566696,0.4344066763050602,226.05
wa2_small,FD,3.0,1,1,1,61,-94561.23417139053,0.436592433796255,242.34
wa2_small,FD,3.0,2,1,1,68,-94561.23462152481,0.434560793857485,283.81
wa2_small,FD,3.0,3,1,1,72,-94561.23432826996,0.4323687869907918,317.45
wa2_small,FD,3.0,4,1,1,46,-94561.23325538635,0.44102816081533436,189.8
wa2_small,FD,3.0,5,1,1,86,-94561.2345290184,0.43475004883729457,369.26
wa2_small,FD,3.0,6,1,1,46,-94561.21593475342,0.41902848253575775,222.74
wa2_small,FD,3.0,7,1,1,68,-94561.2346792221,0.4351599701092027,363.69
wa2_small,FD,3.0,8,1,1,68,-94561.23464679718,0.4355072514282751,277.85
wa2_small,FD,3.0,9,1,1,51,-94561.22901296616,0.44014267760421333,212.35
wa2_small,FD,3.0,10,1,1,55,-94561.22648143768,0.4262790790524304,216.37
wa2_small,FD,3.0,11,1,1,60,-94561.23436784744,0.43411372080283045,238.75
wa2_small,FD,3.0,12,1,1,46,-94561.21772098541,0.418341529241787,189.55
wa2_small,FD,3.0,13,1,1,73,-94561.23431921005,0.4352103128053007,314.4
wa2_small,FD,3.0,14,1,1,61,-94561.23357534409,0.4333722204575327,246.04
wa2_small,FD,3.0,15,1,1,69,-94561.23427343369,0.4363710723649516,302.04
wa2_small,FD,3.0,16,1,1,46,-94561.234354496,0.4338044875421657,183.82
wa2_small,FD,3.0,17,1,1,47,-94561.2241601944,0.41939462055611504,193.28
wa2_small,FD,3.0,18,1,1,62,-94561.23444700241,0.43481529011161213,271.13
wa2_small,FD,3.0,19,1,1,56,-94561.23441791534,0.43370413030580407,251.24
wa2_small,FD,3.0,20,1,1,50,-94561.23441839218,0.43621458122970985,209.13
wa2_small,FD,3.0,21,1,1,58,-94561.23461389542,0.43520145975485397,243.36
wa2_small,FD,3.0,22,1,1,41,-94561.20713329315,0.4661801375147127,170.85
wa2_small,FD,3.0,23,1,1,62,-94561.23456335068,0.4348558383984234,257.84
wa2_small,FD,3.0,24,1,1,38,-94561.22369861603,0.42590123228526394,164.14
wa2_small,FD,3.0,25,1,1,67,-94561.23452663422,0.4358812352140379,281.82
wa2_small,FD,3.0,26,1,1,73,-94561.23462247849,0.4351040911702561,316.13
wa2_small,FD,3.0,27,1,1,43,-94561.21660518646,0.4573732021614918,170.31
wa2_small,FD,3.0,28,1,1,63,-94561.23420000076,0.4351260732399572,261.95
wa2_small,FD,3.0,29,1,1,55,-94561.234395504,0.43561177123412204,221.07
wa2_small,FD,3.0,30,1,1,48,-94561.23427820206,0.43748634828862126,194.45
wa2_small,FD,3.0,31,1,1,58,-94561.23467350006,0.4347661584451509,250.16
wa2_small,FD,3.0,32,1,1,56,-94561.23422431946,0.4336327367586249,227.61
wa2_small,FD,3.0,33,1,1,43,-94561.22890901566,0.42643526322617675,183.87
wa2_small,FD,3.0,34,1,1,48,-94561.23459005356,0.43413890817954914,210.75
wa2_small,FD,3.0,35,1,1,47,-94561.23443603516,0.43575513140857075,194.32
wa2_small,FD,3.0,36,1,1,62,-94561.23387527466,0.43714280848416526,266.23
wa2_small,FD,3.0,37,1,1,66,-94561.23459720612,0.4354875446433802,269.98
wa2_small,FD,3.0,38,1,1,64,-94561.23467588425,0.4350395255810547,259.71
wa2_small,FD,3.0,39,1,1,51,-94561.22615242004,0.44803531698007926,210.15
wa2_small,FD,3.0,40,1,1,47,-94561.22824764252,0.4255494065554171,195.38
wa2_small,FD,3.0,41,1,1,36,-94561.2178516388,0.41814564151894235,141.61
wa2_small,FD,3.0,42,1,1,59,-94561.23422336578,0.43671841679630397,258.42
wa2_small,FD,3.0,43,1,1,66,-94561.2346458435,0.4352016021801552,308.6
wa2_small,FD,3.0,44,1,1,44,-94561.23166036606,0.42770359436190936,178.63
wa2_small,FD,3.0,45,1,1,60,-94561.2346830368,0.43512320988304765,246.17
wa2_small,FD,3.0,46,1,1,50,-94561.23163890839,0.4274588765012502,259.59
wa2_small,FD,3.0,47,1,1,63,-94561.23445367813,0.4346002143455466,308.14
wa2_small,FD,3.0,48,1,1,53,-94561.23415136337,0.4345786047035113,238.97
wa2_small,FD,3.0,49,1,1,59,-94561.23409700394,0.43791861955437716,296.47
