model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,AD,5.0,0,1,1,57,-28083.22238907218,3.2524397683679567,17.9
gst_coreg2_small,AD,5.0,1,1,1,49,-28083.22234237194,3.252563567063685,16.86
gst_coreg2_small,AD,5.0,2,1,1,56,-28083.222240775824,3.2524232125039534,17.97
gst_coreg2_small,AD,5.0,3,1,0,13,-12574.956325411797,5.014620725366932,16.36
gst_coreg2_small,AD,5.0,4,1,1,51,-28083.22239637375,3.2524749719024495,17.18
gst_coreg2_small,AD,5.0,5,1,1,57,-28083.222389757633,3.252508975984391,17.77
gst_coreg2_small,AD,5.0,6,1,1,44,-28083.22239407897,3.2524271081993565,16.93
gst_coreg2_small,AD,5.0,7,1,1,58,-28083.222407460213,3.252430813334311,19.1
gst_coreg2_small,AD,5.0,8,1,1,66,-28083.222385913134,3.252418941686954,19.32
gst_coreg2_small,AD,5.0,9,1,1,56,-28083.222401231527,3.2523621939939664,18.14
gst_coreg2_small,AD,5.0,10,1,1,58,-28083.222241163254,3.2525044840445454,18.66
gst_coreg2_small,AD,5.0,11,1,1,43,-28083.222229748964,3.2525473172567394,16.96
gst_coreg2_small,AD,5.0,12,1,1,51,-28083.222377717495,3.25242132278608,17.9
gst_coreg2_small,AD,5.0,13,1,1,57,-28083.220406651497,3.251504212832543,18.87
gst_coreg2_small,AD,5.0,14,1,1,46,-28083.222402095795,3.252402531466762,17.86
gst_coreg2_small,AD,5.0,15,1,1,74,-28083.222400814295,3.2524454058981926,20.99
gst_coreg2_small,AD,5.0,16,1,1,44,-28083.222259491682,3.2525065617095668,17.26
gst_coreg2_small,AD,5.0,17,1,1,53,-28083.22240394354,3.252407863973642,18.14
gst_coreg2_small,AD,5.0,18,1,1,48,-28083.222227603197,3.2522970125483104,18.34
gst_coreg2_small,AD,5.0,19,1,1,48,-28083.2219350636,3.252659961139211,17.52
gst_coreg2_small,AD,5.0,20,1,1,40,-28083.222391337156,3.2524276863135952,16.43
gst_coreg2_small,AD,5.0,21,1,1,48,-28083.222215741873,3.2525217872545724,17.73
gst_coreg2_small,AD,5.0,22,1,1,47,-28083.222250968218,3.2523814927225856,17.25
gst_coreg2_small,AD,5.0,23,1,0,10,-24904.026422396302,3.8884323331614374,16.83
gst_coreg2_small,AD,5.0,24,1,1,54,-28083.22235646844,3.252373025570573,17.93
gst_coreg2_small,AD,5.0,25,1,1,46,-28083.222398012877,3.2524086601141233,16.87
gst_coreg2_small,AD,5.0,26,1,1,49,-28080.09418219328,3.350245611777174,20.5
gst_coreg2_small,AD,5.0,27,1,1,55,-28083.222385287285,3.2524279117512065,17.82
gst_coreg2_small,AD,5.0,28,1,1,51,-28083.22235918045,3.252556469173943,17.3
gst_coreg2_small,AD,5.0,29,1,1,42,-28083.21933951974,3.2512830985823173,17.16
gst_coreg2_small,AD,5.0,30,1,1,63,-28083.222407132387,3.2524250446594074,18.6
gst_coreg2_small,AD,5.0,31,1,0,7,-25018.61456516385,4.187878363303754,16.41
gst_coreg2_small,AD,5.0,32,1,1,50,-28083.222402751446,3.2524234577176547,17.14
gst_coreg2_small,AD,5.0,33,1,1,55,-28083.222379505634,3.252500824467822,18.28
gst_coreg2_small,AD,5.0,34,1,1,41,-28083.22221016884,3.25246360387356,16.75
gst_coreg2_small,AD,5.0,35,1,1,55,-28083.22240510583,3.252420551361144,18.05
gst_coreg2_small,AD,5.0,36,1,1,54,-28083.222386211157,3.2524279646114533,18.34
gst_coreg2_small,AD,5.0,37,1,0,13,-13569.432984113693,4.044570241547355,17.2
gst_coreg2_small,AD,5.0,38,1,1,46,-28083.222402781248,3.252423230957195,17.25
gst_coreg2_small,AD,5.0,39,1,1,45,-28083.22239357233,3.25242007822812,17.5
gst_coreg2_small,AD,5.0,40,1,1,59,-28083.222370505333,3.2524276349810095,18.84
gst_coreg2_small,AD,5.0,41,1,1,47,-28083.222204893827,3.2524604295798394,17.45
gst_coreg2_small,AD,5.0,42,1,1,58,-28083.222405284643,3.252436242933146,18.48
gst_coreg2_small,AD,5.0,43,1,1,48,-28083.222283810377,3.252421924148541,17.3
gst_coreg2_small,AD,5.0,44,1,1,46,-28083.22148758173,3.252223034757101,17.06
gst_coreg2_small,AD,5.0,45,1,1,53,-28083.2222109735,3.2523170793589453,18.04
gst_coreg2_small,AD,5.0,46,1,0,39,-25248.31982460618,4.355517774556898,20.6
gst_coreg2_small,AD,5.0,47,1,1,53,-28083.222390949726,3.2524504059384434,18.24
gst_coreg2_small,AD,5.0,48,1,1,51,-28083.222352176905,3.2524457468647796,17.61
gst_coreg2_small,AD,5.0,49,1,0,25,-20860.1363632679,8.182481460579432,18.55
