model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,FD,1.0,0,1,1,33,-28083.22144767642,3.2526938068534883,47.21
gst_coreg2_small,FD,1.0,1,1,1,30,-28083.222242355347,3.252338159015367,43.53
gst_coreg2_small,FD,1.0,2,1,1,27,-28083.22233977914,3.2523986762701482,39.61
gst_coreg2_small,FD,1.0,3,1,1,22,-28083.214865207672,3.2507766238667526,45.64
gst_coreg2_small,FD,1.0,4,1,1,37,-28083.22238433361,3.2524367847459628,62.37
gst_coreg2_small,FD,1.0,5,1,1,33,-28083.22233849764,3.252330646019708,53.63
gst_coreg2_small,FD,1.0,6,1,1,31,-28083.22240060568,3.2524081275311336,50.75
gst_coreg2_small,FD,1.0,7,1,1,32,-28083.22239485383,3.252403179628077,49.55
gst_coreg2_small,FD,1.0,8,1,1,37,-28083.222398340702,3.2524391702928668,57.67
gst_coreg2_small,FD,1.0,9,1,1,29,-28083.222405195236,3.2524363288954565,45.23
gst_coreg2_small,FD,1.0,10,1,1,21,-28083.222311496735,3.2526418646876336,32.11
gst_coreg2_small,FD,1.0,11,1,1,22,-28083.22231167555,3.2522047451032923,33.27
gst_coreg2_small,FD,1.0,12,1,1,33,-28083.222400546074,3.2524463056345483,48.31
gst_coreg2_small,FD,1.0,13,1,1,33,-28083.222070544958,3.2524871039628165,46.82
gst_coreg2_small,FD,1.0,14,1,1,22,-28083.20745256543,3.2554033974877976,32.87
gst_coreg2_small,FD,1.0,15,1,1,37,-28083.222329318523,3.2524083767100445,50.44
gst_coreg2_small,FD,1.0,16,1,1,35,-28083.222369104624,3.2525024068967188,49.19
gst_coreg2_small,FD,1.0,17,1,1,40,-28083.22195133567,3.2525435966443514,61.66
gst_coreg2_small,FD,1.0,18,1,1,34,-28083.22200101614,3.252345951261201,61.1
gst_coreg2_small,FD,1.0,19,1,1,35,-28083.222400337458,3.25244877237068,62.9
gst_coreg2_small,FD,1.0,20,1,1,36,-28083.222293645144,3.2523456430651603,61.3
gst_coreg2_small,FD,1.0,21,1,1,34,-28083.222194969654,3.252388831382706,60.11
gst_coreg2_small,FD,1.0,22,1,1,32,-28083.222392827272,3.2524470981846023,54.78
gst_coreg2_small,FD,1.0,23,1,1,33,-28083.22216489911,3.2522811125601288,55.75
gst_coreg2_small,FD,1.0,24,1,1,34,-28083.222390830517,3.252426971882077,59.48
gst_coreg2_small,FD,1.0,25,1,1,27,-28083.222351193428,3.252453139124214,47.83
gst_coreg2_small,FD,1.0,26,1,1,35,-28083.222339451313,3.2524172148797774,56.54
gst_coreg2_small,FD,1.0,27,1,1,33,-28083.22233760357,3.25247280752867,50.13
gst_coreg2_small,FD,1.0,28,1,1,30,-28083.22237020731,3.2524461127923536,45.71
gst_coreg2_small,FD,1.0,29,1,1,31,-28083.221296042204,3.2524592021820244,51.52
gst_coreg2_small,FD,1.0,30,1,1,23,-28083.222184956074,3.2521129675778044,41.18
gst_coreg2_small,FD,1.0,31,1,1,33,-28083.222094595432,3.2522967863524346,65.65
gst_coreg2_small,FD,1.0,32,1,1,22,-28083.22233775258,3.2522718456699606,41.89
gst_coreg2_small,FD,1.0,33,1,1,33,-28083.22240269184,3.2524279659104427,57.32
gst_coreg2_small,FD,1.0,34,1,1,30,-28083.222337573767,3.252382829560035,51.71
gst_coreg2_small,FD,1.0,35,1,1,32,-28083.222406566143,3.252424391544167,58.93
gst_coreg2_small,FD,1.0,36,1,1,29,-28083.2223688066,3.2523943133389457,49.34
gst_coreg2_small,FD,1.0,37,1,1,33,-28083.222297996283,3.2524194402857978,53.55
gst_coreg2_small,FD,1.0,38,1,1,29,-28083.22233197093,3.2524720747495803,46.09
gst_coreg2_small,FD,1.0,39,1,1,35,-28083.22229591012,3.252358222363726,49.44
gst_coreg2_small,FD,1.0,40,1,1,34,-28083.222379624844,3.2524339689599593,50.57
gst_coreg2_small,FD,1.0,41,1,1,31,-28083.222386330366,3.2524533030577003,42.6
gst_coreg2_small,FD,1.0,42,1,1,39,-28083.222288429737,3.2524215575698077,63.23
gst_coreg2_small,FD,1.0,43,1,1,32,-28083.221797019243,3.2524406557248984,59.51
gst_coreg2_small,FD,1.0,44,1,1,34,-28083.222400814295,3.2524654683216943,60.09
gst_coreg2_small,FD,1.0,45,1,1,33,-28083.22199949622,3.25237865254922,54.05
gst_coreg2_small,FD,1.0,46,1,1,36,-28083.22238817811,3.252446266940859,70.27
gst_coreg2_small,FD,1.0,47,1,1,27,-28083.222404897213,3.2524387848601606,51.64
gst_coreg2_small,FD,1.0,48,1,1,31,-28083.221883296967,3.2522540679548975,58.49
gst_coreg2_small,FD,1.0,49,1,1,32,-28083.222380161285,3.2525117403458563,58.8
