model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg3_small,AD,1.0,0,1,1,95,-69869.17608356476,0.29201251105154263,36.04
gst_coreg3_small,AD,1.0,1,1,1,70,-69869.1550450325,0.3452965708652575,34.03
gst_coreg3_small,AD,1.0,2,1,1,91,-69869.14872837067,0.28627152813157947,43.38
gst_coreg3_small,AD,1.0,3,1,1,88,-69869.09806585312,0.35385764600463915,37.6
gst_coreg3_small,AD,1.0,4,1,1,87,-69869.15761899948,0.30051760826405655,41.01
gst_coreg3_small,AD,1.0,5,1,1,103,-69869.17552566528,0.30719581806159973,41.77
gst_coreg3_small,AD,1.0,6,1,1,94,-69869.14107751846,0.3560213275182326,40.83
gst_coreg3_small,AD,1.0,7,1,1,65,-69869.16122531891,0.3163981879658968,36.81
gst_coreg3_small,AD,1.0,8,1,1,88,-69869.17881155014,0.2957909332080175,41.31
gst_coreg3_small,AD,1.0,9,1,1,71,-69869.17667770386,0.29438677279348224,38.82
gst_coreg3_small,AD,1.0,10,1,1,149,-69869.17884635925,0.3002747599313764,46.67
gst_coreg3_small,AD,1.0,11,1,1,79,-69869.10976552963,0.3629869149147032,39.05
gst_coreg3_small,AD,1.0,12,1,1,71,-69869.11427116394,0.38168822662648266,38.5
gst_coreg3_small,AD,1.0,13,1,1,153,-69869.1785197258,0.30379466629735774,47.13
gst_coreg3_small,AD,1.0,14,1,1,65,-69869.15088558197,0.2851409893207949,36.93
gst_coreg3_small,AD,1.0,15,1,1,128,-69869.17882490158,0.30239501936805996,44.29
gst_coreg3_small,AD,1.0,16,1,1,54,-69869.08411216736,0.26814522032809496,35.96
gst_coreg3_small,AD,1.0,17,1,1,49,-69869.17855358124,0.30154908827193533,35.3
gst_coreg3_small,AD,1.0,18,1,1,96,-69869.17636299133,0.28582533327896775,40.44
gst_coreg3_small,AD,1.0,19,1,1,72,-69869.1234755516,0.33920835764785545,37.58
gst_coreg3_small,AD,1.0,20,1,1,53,-69869.1136379242,0.37954813375394497,35.31
gst_coreg3_small,AD,1.0,21,1,1,50,-69869.10602045059,0.3783562369390822,35.18
gst_coreg3_small,AD,1.0,22,1,1,85,-69869.08323383331,0.3049675767808195,39.28
gst_coreg3_small,AD,1.0,23,1,1,87,-69869.16711950302,0.29315190011921205,39.46
gst_coreg3_small,AD,1.0,24,1,1,47,-69869.02575969696,0.4176074411854492,34.81
gst_coreg3_small,AD,1.0,25,1,1,69,-69869.11907672882,0.2763845337027326,37.57
gst_coreg3_small,AD,1.0,26,1,1,121,-69869.17749929428,0.2917563972289064,43.54
gst_coreg3_small,AD,1.0,27,1,1,66,-69869.1593785286,0.3373547420380073,37.22
gst_coreg3_small,AD,1.0,28,1,1,59,-69869.16020536423,0.2843964003259537,35.86
gst_coreg3_small,AD,1.0,29,1,1,54,-69869.07962369919,0.22468703606369408,35.5
gst_coreg3_small,AD,1.0,30,1,1,61,-69869.17233991623,0.3201550946295417,36.6
gst_coreg3_small,AD,1.0,31,1,1,103,-69869.17317390442,0.3020100091299818,41.38
gst_coreg3_small,AD,1.0,32,1,1,75,-69869.16886043549,0.32638240610097596,38.87
gst_coreg3_small,AD,1.0,33,1,1,74,-69869.12195062637,0.29943338784457096,38.03
gst_coreg3_small,AD,1.0,34,1,1,124,-69869.17379713058,0.28583391792885815,43.34
gst_coreg3_small,AD,1.0,35,1,1,52,-69869.15605354309,0.2633357908004037,35.82
gst_coreg3_small,AD,1.0,36,1,1,82,-69869.14020729065,0.30363932902439483,38.97
gst_coreg3_small,AD,1.0,37,1,1,59,-69869.09090471268,0.2521419759658839,37.15
gst_coreg3_small,AD,1.0,38,1,1,70,-69869.17186260223,0.28860364724183474,38.6
gst_coreg3_small,AD,1.0,39,1,1,72,-69869.17618560791,0.29060346348569827,38.58
gst_coreg3_small,AD,1.0,40,1,1,91,-69869.14451265335,0.2885887456457658,41.89
gst_coreg3_small,AD,1.0,41,1,1,80,-69869.17214250565,0.29530520523154774,40.17
gst_coreg3_small,AD,1.0,42,1,1,81,-69869.15005731583,0.3153572990689465,39.02
gst_coreg3_small,AD,1.0,43,1,1,94,-69869.17329788208,0.30748765954813057,42.35
gst_coreg3_small,AD,1.0,44,1,1,59,-69869.13432693481,0.3612081926562653,37.55
gst_coreg3_small,AD,1.0,45,1,1,108,-69869.17532157898,0.3107267579006654,42.27
gst_coreg3_small,AD,1.0,46,1,1,95,-69869.17345190048,0.3219548590269971,193.64
gst_coreg3_small,AD,1.0,47,1,1,54,-69869.15498542786,0.2580774875812328,36.41
gst_coreg3_small,AD,1.0,48,1,1,86,-69869.09801149368,0.36681720851364025,39.59
gst_coreg3_small,AD,1.0,49,1,1,78,-69869.16634273529,0.3007504025055769,35.71
