model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,AD,7.0,0,1,1,60,-28083.222371697426,3.2523762036998156,18.12
gst_coreg2_small,AD,7.0,1,1,0,28,-24581.070093095303,5.035081620276986,16.71
gst_coreg2_small,AD,7.0,2,1,0,29,-24289.840129762888,4.602975478789209,17.16
gst_coreg2_small,AD,7.0,3,1,1,83,-28083.222396165133,3.2524284623633553,23.47
gst_coreg2_small,AD,7.0,4,1,1,54,-28083.222399264574,3.2523991133951125,18.14
gst_coreg2_small,AD,7.0,5,1,0,70,-25510.34066018462,3.9665161008226915,23.76
gst_coreg2_small,AD,7.0,6,1,1,46,-28083.222405791283,3.252425202187842,17.46
gst_coreg2_small,AD,7.0,7,1,0,33,-24090.694707155228,5.4718566735166965,19.2
gst_coreg2_small,AD,7.0,8,1,1,70,-28083.22223189473,3.25232837792587,20.58
gst_coreg2_small,AD,7.0,9,1,1,58,-28083.222251534462,3.252620013225803,18.95
gst_coreg2_small,AD,7.0,10,1,1,56,-28083.221984535456,3.2524735930041957,18.69
gst_coreg2_small,AD,7.0,11,1,1,47,-28083.222322285175,3.2524394028493853,17.14
gst_coreg2_small,AD,7.0,12,1,1,26,-27895.92078949511,4.77427004239064,18.35
gst_coreg2_small,AD,7.0,13,1,1,68,-28083.22239971161,3.252386485351796,19.42
gst_coreg2_small,AD,7.0,14,1,1,65,-28083.22240754962,3.252421805974722,19.22
gst_coreg2_small,AD,7.0,15,1,1,71,-28083.222405850887,3.252425648018086,21.09
gst_coreg2_small,AD,7.0,16,1,1,55,-28083.222330838442,3.2524629591094505,18.48
gst_coreg2_small,AD,7.0,17,1,0,37,-17539.56068970263,3.6533270645475677,19.9
gst_coreg2_small,AD,7.0,18,1,1,58,-28083.222404420376,3.2524128981188594,19.06
gst_coreg2_small,AD,7.0,19,1,1,58,-28083.222339838743,3.252524053668699,19.01
gst_coreg2_small,AD,7.0,20,1,1,50,-28083.222349584103,3.2524147019689176,17.82
gst_coreg2_small,AD,7.0,21,1,1,76,-28083.222405731678,3.252435294721674,21.39
gst_coreg2_small,AD,7.0,22,1,1,55,-28083.222402870655,3.2524049316257906,18.69
gst_coreg2_small,AD,7.0,23,1,1,55,-28083.222399652004,3.2524594366454638,18.34
gst_coreg2_small,AD,7.0,24,1,0,28,-16309.910964548588,10.467934100229972,18.5
gst_coreg2_small,AD,7.0,25,1,0,35,-15311.92121475935,3.6447919336490284,19.58
gst_coreg2_small,AD,7.0,26,1,0,14,-26010.95277349651,6.374038280800899,17.04
gst_coreg2_small,AD,7.0,27,1,1,63,-28083.221113950014,3.2525773670097724,19.25
gst_coreg2_small,AD,7.0,28,1,1,50,-28083.22232541442,3.2522162840695352,17.41
gst_coreg2_small,AD,7.0,29,1,0,2,-15825.115099880844,6.122910084975155,15.74
gst_coreg2_small,AD,7.0,30,1,1,52,-28083.222388654947,3.25248332239222,17.86
gst_coreg2_small,AD,7.0,31,1,1,61,-28083.22210869193,3.2522796839890704,18.78
gst_coreg2_small,AD,7.0,32,1,1,54,-28083.222377628088,3.252445368125742,18.04
gst_coreg2_small,AD,7.0,33,1,1,58,-28083.222405046225,3.252436038852118,18.58
gst_coreg2_small,AD,7.0,34,1,1,56,-28083.222405552864,3.2524258865026097,17.85
gst_coreg2_small,AD,7.0,35,1,1,82,-28083.222400158644,3.252439016192413,21.91
gst_coreg2_small,AD,7.0,36,1,1,57,-28083.222011476755,3.252441273118551,18.43
gst_coreg2_small,AD,7.0,37,1,0,29,-11604.444893717766,5.530673579744808,18.34
gst_coreg2_small,AD,7.0,38,1,1,61,-28083.222386181355,3.2524334338563157,18.62
gst_coreg2_small,AD,7.0,39,1,0,13,-24104.432733222842,6.737560080733399,16.5
gst_coreg2_small,AD,7.0,40,1,1,62,-28083.222315222025,3.2525734919974156,19.02
gst_coreg2_small,AD,7.0,41,1,1,67,-28083.22237944603,3.2524066853072626,19.23
gst_coreg2_small,AD,7.0,42,1,1,61,-28083.222313195467,3.25235422463178,18.67
gst_coreg2_small,AD,7.0,43,1,1,53,-28083.222391843796,3.2524194421226653,17.79
gst_coreg2_small,AD,7.0,44,1,1,62,-28083.222386568785,3.252517996956204,18.23
gst_coreg2_small,AD,7.0,45,1,1,68,-28083.22236287594,3.2524796886852667,19.59
gst_coreg2_small,AD,7.0,46,1,1,55,-28083.222389429808,3.252440924557265,18.06
gst_coreg2_small,AD,7.0,47,1,1,69,-28083.220982015133,3.2532414089960553,20.18
gst_coreg2_small,AD,7.0,48,1,1,62,-28083.222343444824,3.252419485917262,19.07
gst_coreg2_small,AD,7.0,49,1,0,37,-15647.191759705544,4.187075241735934,19.2
