model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,AD,3.0,0,1,1,48,-28083.222406297922,3.252435440927732,16.36
gst_coreg2_small,AD,3.0,1,1,1,34,-28083.22237840295,3.2524357592608224,14.58
gst_coreg2_small,AD,3.0,2,1,0,5,-25415.770214423537,3.7959015759707104,14.59
gst_coreg2_small,AD,3.0,3,1,1,42,-28083.219713896513,3.252701022474434,16.91
gst_coreg2_small,AD,3.0,4,1,1,45,-28083.22228616476,3.252347515477772,17.15
gst_coreg2_small,AD,3.0,5,1,1,40,-28083.22240304947,3.252401902413102,15.15
gst_coreg2_small,AD,3.0,6,1,1,39,-28083.222406297922,3.2524185192287507,14.81
gst_coreg2_small,AD,3.0,7,1,1,36,-28083.22237047553,3.2524837663865624,15.22
gst_coreg2_small,AD,3.0,8,1,1,44,-28083.219816684723,3.252642506064941,15.29
gst_coreg2_small,AD,3.0,9,1,1,42,-28083.222324490547,3.252535975718399,15.21
gst_coreg2_small,AD,3.0,10,1,1,40,-28083.222191929817,3.252529840679758,15.07
gst_coreg2_small,AD,3.0,11,1,1,34,-28083.22239294648,3.2524104144506527,14.51
gst_coreg2_small,AD,3.0,12,1,1,46,-28083.222129374743,3.2526799039979934,15.61
gst_coreg2_small,AD,3.0,13,1,1,49,-28083.222393661737,3.2523689480405475,16.3
gst_coreg2_small,AD,3.0,14,1,1,38,-28083.222364723682,3.2524396136981277,14.73
gst_coreg2_small,AD,3.0,15,1,1,44,-28083.22239127755,3.25237637576057,15.03
gst_coreg2_small,AD,3.0,16,1,1,43,-28083.22240394354,3.2524290730757386,15.31
gst_coreg2_small,AD,3.0,17,1,1,47,-28083.222395688295,3.2524418698484783,16.06
gst_coreg2_small,AD,3.0,18,1,1,41,-28083.222377091646,3.252397557748319,14.6
gst_coreg2_small,AD,3.0,19,1,1,33,-28083.222401559353,3.2524264138599768,14.57
gst_coreg2_small,AD,3.0,20,1,1,35,-28083.222308427095,3.2523386184885505,14.45
gst_coreg2_small,AD,3.0,21,1,1,43,-28083.22237598896,3.252434353797085,15.25
gst_coreg2_small,AD,3.0,22,0,0,1,-13848.185259675607,2.4291084457633385,14.5
gst_coreg2_small,AD,3.0,23,1,1,25,-28083.19932255149,3.2497673404457763,13.93
gst_coreg2_small,AD,3.0,24,1,1,37,-28083.22234597802,3.2524288874301366,14.71
gst_coreg2_small,AD,3.0,25,1,1,35,-28083.222260266542,3.2523998558516274,17.46
gst_coreg2_small,AD,3.0,26,1,1,50,-28083.22240394354,3.2524434017831574,16.32
gst_coreg2_small,AD,3.0,27,1,1,36,-28083.222336024046,3.252352328727702,14.9
gst_coreg2_small,AD,3.0,28,1,1,36,-28083.22063201666,3.252211135617392,14.63
gst_coreg2_small,AD,3.0,29,1,1,40,-28083.22237870097,3.252454899029015,15.55
gst_coreg2_small,AD,3.0,30,1,1,41,-28083.222014695406,3.2526100735761307,15.17
gst_coreg2_small,AD,3.0,31,1,1,33,-28083.22240355611,3.2524039197137147,14.27
gst_coreg2_small,AD,3.0,32,1,1,36,-28083.22172060609,3.2524829728649993,14.64
gst_coreg2_small,AD,3.0,33,1,1,47,-28083.222403287888,3.252432145727106,15.48
gst_coreg2_small,AD,3.0,34,1,1,38,-28083.222395718098,3.252496944629825,14.57
gst_coreg2_small,AD,3.0,35,1,1,38,-28083.22240421176,3.2524397517135992,16.17
gst_coreg2_small,AD,3.0,36,1,1,43,-28083.222395151854,3.2523994868753574,16.37
gst_coreg2_small,AD,3.0,37,1,1,42,-28083.222405910492,3.252425659599732,16.12
gst_coreg2_small,AD,3.0,38,1,1,46,-28083.222383767366,3.252430002363294,16.54
gst_coreg2_small,AD,3.0,39,1,1,45,-28083.222394496202,3.2523886117157588,16.62
gst_coreg2_small,AD,3.0,40,1,1,51,-28083.22237983346,3.25237996552326,17.29
gst_coreg2_small,AD,3.0,41,1,1,38,-28083.22240394354,3.252433793754693,15.82
gst_coreg2_small,AD,3.0,42,1,1,46,-28083.22240525484,3.2524191362013335,16.74
gst_coreg2_small,AD,3.0,43,1,1,40,-28083.22239652276,3.2524585252012583,16.29
gst_coreg2_small,AD,3.0,44,1,1,43,-28083.22236445546,3.25256767917287,16.31
gst_coreg2_small,AD,3.0,45,1,1,38,-28083.222399115562,3.25244352249053,15.96
gst_coreg2_small,AD,3.0,46,1,1,39,-28083.22160217166,3.2525905796474817,15.93
gst_coreg2_small,AD,3.0,47,1,1,37,-28083.22238484025,3.2523810799259425,16.07
gst_coreg2_small,AD,3.0,48,1,1,40,-28083.222358942032,3.2523212581479464,16.14
gst_coreg2_small,AD,3.0,49,1,1,25,-28083.220156788826,3.251491780309355,14.58
