model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg3_small,AD,2.0,0,1,1,87,-69869.17820596695,0.29254561828695447,35.87
gst_coreg3_small,AD,2.0,1,1,1,74,-69869.09019231796,0.3903813880866992,37.86
gst_coreg3_small,AD,2.0,2,1,1,77,-69869.07325792313,0.2900354205232104,39.07
gst_coreg3_small,AD,2.0,3,1,1,75,-69869.1485915184,0.2743274754701571,38.41
gst_coreg3_small,AD,2.0,4,1,1,62,-69869.1201415062,0.3049938805255178,37.3
gst_coreg3_small,AD,2.0,5,1,1,113,-69869.17925071716,0.29975620647025825,42.13
gst_coreg3_small,AD,2.0,6,1,1,120,-69869.1792049408,0.2977120274470513,43.22
gst_coreg3_small,AD,2.0,7,1,1,68,-69869.14885807037,0.34464625665398957,37.75
gst_coreg3_small,AD,2.0,8,1,1,106,-69869.17699718475,0.30308702546330035,41.81
gst_coreg3_small,AD,2.0,9,1,1,61,-69869.16589784622,0.29035257340383613,37.14
gst_coreg3_small,AD,2.0,10,1,1,100,-69869.17673683167,0.3014192209553201,40.83
gst_coreg3_small,AD,2.0,11,1,1,102,-69869.13682603836,0.3648226768766631,38.07
gst_coreg3_small,AD,2.0,12,1,1,84,-69869.16254281998,0.3175584996544726,36.58
gst_coreg3_small,AD,2.0,13,1,1,114,-69869.17759847641,0.2973890598137341,39.82
gst_coreg3_small,AD,2.0,14,1,1,74,-69869.05094003677,0.30957490358084955,35.48
gst_coreg3_small,AD,2.0,15,1,1,102,-69869.17199516296,0.3146617899602511,38.47
gst_coreg3_small,AD,2.0,16,1,1,84,-69869.13751125336,0.3486281210314564,36.53
gst_coreg3_small,AD,2.0,17,1,1,65,-69869.17581605911,0.31111583876817434,33.97
gst_coreg3_small,AD,2.0,18,1,1,104,-69869.17910051346,0.2983544146784471,43.65
gst_coreg3_small,AD,2.0,19,1,1,97,-69869.16838932037,0.3001573320579284,37.78
gst_coreg3_small,AD,2.0,20,1,1,77,-69869.1483798027,0.3102240669106737,37.98
gst_coreg3_small,AD,2.0,21,1,1,94,-69869.17772912979,0.29635929398975863,43.45
gst_coreg3_small,AD,2.0,22,1,1,78,-69868.89404392242,0.34580285176713266,39.1
gst_coreg3_small,AD,2.0,23,1,1,86,-69869.17519521713,0.29787010339119974,40.37
gst_coreg3_small,AD,2.0,24,1,1,80,-69869.1723484993,0.3157511136458094,39.08
gst_coreg3_small,AD,2.0,25,1,1,68,-69868.84455394745,0.30608167069134473,38.16
gst_coreg3_small,AD,2.0,26,1,1,112,-69869.17833280563,0.3014088850391364,44.45
gst_coreg3_small,AD,2.0,27,1,1,64,-69869.10324382782,0.3872895410016108,39.71
gst_coreg3_small,AD,2.0,28,1,1,80,-69869.17654800415,0.28857733323585827,36.71
gst_coreg3_small,AD,2.0,29,1,1,65,-69869.15361690521,0.27434090217521134,35.77
gst_coreg3_small,AD,2.0,30,1,1,85,-69869.16965293884,0.32333585304662005,39.76
gst_coreg3_small,AD,2.0,31,1,1,79,-69869.17270851135,0.3220481632027945,41.06
gst_coreg3_small,AD,2.0,32,1,1,68,-69869.11330366135,0.3740222055574087,39.52
gst_coreg3_small,AD,2.0,33,1,1,120,-69869.17592811584,0.2864206617579565,44.68
gst_coreg3_small,AD,2.0,34,1,1,105,-69869.17910146713,0.30104135788146685,42.3
gst_coreg3_small,AD,2.0,35,1,1,69,-69869.14668226242,0.31131588516396386,38.58
gst_coreg3_small,AD,2.0,36,1,1,98,-69869.12264442444,0.3311835891743203,41.79
gst_coreg3_small,AD,2.0,37,1,1,104,-69869.16867160797,0.2883168509685855,38.23
gst_coreg3_small,AD,2.0,38,1,1,67,-69869.17377662659,0.289637123880393,34.19
gst_coreg3_small,AD,2.0,39,1,1,63,-69869.17929172516,0.2980737071802392,33.87
gst_coreg3_small,AD,2.0,40,1,1,95,-69869.1758108139,0.2922292821063222,37.36
gst_coreg3_small,AD,2.0,41,1,1,84,-69869.17836999893,0.30291263950849384,36.61
gst_coreg3_small,AD,2.0,42,1,1,100,-69869.15724658966,0.25864187646464476,38.35
gst_coreg3_small,AD,2.0,43,1,1,84,-69869.16358566284,0.3359234002437127,36.66
gst_coreg3_small,AD,2.0,44,1,1,95,-69869.17321681976,0.3140649686922839,37.77
gst_coreg3_small,AD,2.0,45,1,1,123,-69869.17742347717,0.290847456612564,40.7
gst_coreg3_small,AD,2.0,46,1,1,87,-69869.15360307693,0.29141119849149505,36.97
gst_coreg3_small,AD,2.0,47,1,1,42,-69869.09248209,0.36726406833350844,32.44
gst_coreg3_small,AD,2.0,48,1,1,94,-69869.16682291031,0.2864310647878016,38.39
gst_coreg3_small,AD,2.0,49,1,1,92,-69869.15081357956,0.3143768140710141,38.11
