model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,AD,2.0,0,1,1,42,-28083.2223508358,3.2523977678872122,15.48
gst_coreg2_small,AD,2.0,1,1,1,38,-28083.222400307655,3.2524488536884384,14.62
gst_coreg2_small,AD,2.0,2,1,1,30,-28083.222072690725,3.2526428110202588,14.09
gst_coreg2_small,AD,2.0,3,1,1,39,-28083.205834001303,3.255620325275566,17.41
gst_coreg2_small,AD,2.0,4,1,1,35,-28083.222406327724,3.2524315817072753,16.37
gst_coreg2_small,AD,2.0,5,1,1,36,-28083.22218734026,3.2521573475925645,16.17
gst_coreg2_small,AD,2.0,6,1,1,33,-28083.222399264574,3.2524532040836704,15.17
gst_coreg2_small,AD,2.0,7,0,0,1,-17677.081397216767,1.3507157766796347,15.75
gst_coreg2_small,AD,2.0,8,1,1,40,-28083.222168445587,3.2525228079739184,16.55
gst_coreg2_small,AD,2.0,9,1,1,35,-28083.22233006358,3.2524196114145925,16.5
gst_coreg2_small,AD,2.0,10,1,1,35,-28083.222403258085,3.2524392296662947,15.96
gst_coreg2_small,AD,2.0,11,1,1,30,-28083.222398668528,3.252399264150485,15.64
gst_coreg2_small,AD,2.0,12,1,1,37,-28083.222403347492,3.2524287226203903,16.06
gst_coreg2_small,AD,2.0,13,1,1,39,-28083.222379237413,3.2523802306238307,16.32
gst_coreg2_small,AD,2.0,14,1,1,32,-28083.22222778201,3.2525247579883603,15.45
gst_coreg2_small,AD,2.0,15,1,1,39,-28083.222386479378,3.252463302698456,15.96
gst_coreg2_small,AD,2.0,16,1,1,33,-28083.22240525484,3.252429822260552,15.81
gst_coreg2_small,AD,2.0,17,1,1,40,-28083.222371965647,3.2524377908363444,16.3
gst_coreg2_small,AD,2.0,18,1,1,30,-28083.222004771233,3.2527780775068744,15.49
gst_coreg2_small,AD,2.0,19,1,1,31,-28083.22235327959,3.2524265378161394,15.61
gst_coreg2_small,AD,2.0,20,1,1,36,-28083.222393006086,3.252401815700505,16.02
gst_coreg2_small,AD,2.0,21,1,1,40,-28083.222320079803,3.252246280908908,15.8
gst_coreg2_small,AD,2.0,22,1,1,31,-28083.221911519766,3.2526680392802536,15.17
gst_coreg2_small,AD,2.0,23,1,1,34,-28083.220965504646,3.252264091861764,15.51
gst_coreg2_small,AD,2.0,24,1,1,25,-28083.20985034108,3.2502984315627494,14.71
gst_coreg2_small,AD,2.0,25,1,1,23,-28083.2045712471,3.2556821090603303,14.74
gst_coreg2_small,AD,2.0,26,1,1,34,-28083.22240552306,3.2524325615532157,15.97
gst_coreg2_small,AD,2.0,27,1,1,38,-28083.222341388464,3.2523658076026236,15.85
gst_coreg2_small,AD,2.0,28,1,1,30,-28083.222057908773,3.2526104420617004,15.16
gst_coreg2_small,AD,2.0,29,1,1,34,-28083.222061812878,3.2522957789345526,15.61
gst_coreg2_small,AD,2.0,30,1,1,35,-28083.222312271595,3.2524547828389583,15.46
gst_coreg2_small,AD,2.0,31,1,1,34,-28083.222371518612,3.2523198940845313,15.73
gst_coreg2_small,AD,2.0,32,1,1,35,-28083.22223034501,3.2525435921270076,16.07
gst_coreg2_small,AD,2.0,33,1,1,40,-28083.222382813692,3.2523922823916576,15.95
gst_coreg2_small,AD,2.0,34,1,1,33,-28083.222284555435,3.252606599203619,15.53
gst_coreg2_small,AD,2.0,35,1,1,33,-28083.222220033407,3.252618000122441,15.91
gst_coreg2_small,AD,2.0,36,1,1,36,-28083.222403258085,3.2523968619112718,15.6
gst_coreg2_small,AD,2.0,37,1,1,42,-28083.222402989864,3.2524217052657853,16.29
gst_coreg2_small,AD,2.0,38,1,1,37,-28083.222342014313,3.2524358820266612,15.69
gst_coreg2_small,AD,2.0,39,1,1,41,-28083.22218349576,3.2524170371035406,16.04
gst_coreg2_small,AD,2.0,40,1,1,41,-28083.222402065992,3.2524176312378237,16.16
gst_coreg2_small,AD,2.0,41,1,1,31,-28083.222049683332,3.2523658032605387,15.45
gst_coreg2_small,AD,2.0,42,1,1,35,-28083.2224021852,3.2524266306181993,15.78
gst_coreg2_small,AD,2.0,43,1,1,36,-28083.222403734922,3.2524218941868384,15.87
gst_coreg2_small,AD,2.0,44,1,1,36,-28083.222360789776,3.2522721333074434,15.85
gst_coreg2_small,AD,2.0,45,1,1,27,-28083.22161707282,3.2518451719502672,15.59
gst_coreg2_small,AD,2.0,46,1,1,37,-28083.222187370062,3.252620646547588,16.78
gst_coreg2_small,AD,2.0,47,1,1,34,-28083.222363978624,3.2524399692389574,16.06
gst_coreg2_small,AD,2.0,48,1,1,40,-28083.22221595049,3.252579404715276,16.1
gst_coreg2_small,AD,2.0,49,1,1,22,-28083.21144515276,3.2504577166155273,14.65
