model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,FD,3.0,0,1,1,48,-28083.222406297922,3.252437708295646,96.88
gst_coreg2_small,FD,3.0,1,1,1,34,-28083.222037374973,3.252252744134086,64.58
gst_coreg2_small,FD,3.0,2,0,0,0,nan,nan,11.31
gst_coreg2_small,FD,3.0,3,1,1,42,-28083.21984833479,3.252689850834041,75.9
gst_coreg2_small,FD,3.0,4,1,1,45,-28083.22228577733,3.2523502360531777,83.1
gst_coreg2_small,FD,3.0,5,1,1,40,-28083.2223649621,3.252436106201622,80.59
gst_coreg2_small,FD,3.0,6,1,1,39,-28083.222406357527,3.2524204756613693,72.59
gst_coreg2_small,FD,3.0,7,1,1,36,-28083.222367703915,3.252489045714969,83.72
gst_coreg2_small,FD,3.0,8,1,1,46,-28083.222356528044,3.2525322014146245,82.02
gst_coreg2_small,FD,3.0,9,1,1,42,-28083.222323983908,3.252537732258234,77.03
gst_coreg2_small,FD,3.0,10,1,1,40,-28083.22219002247,3.2525321040105593,68.02
gst_coreg2_small,FD,3.0,11,1,1,34,-28083.2223906219,3.252412105906595,59.08
gst_coreg2_small,FD,3.0,12,1,1,46,-28083.222118973732,3.2527129772947276,77.19
gst_coreg2_small,FD,3.0,13,1,1,49,-28083.222404271364,3.252438718808228,87.78
gst_coreg2_small,FD,3.0,14,1,1,38,-28083.2223674953,3.252440404520637,61.67
gst_coreg2_small,FD,3.0,15,1,1,44,-28083.222393631935,3.2523788953433326,66.63
gst_coreg2_small,FD,3.0,16,1,1,43,-28083.22240510583,3.252426674347989,69.24
gst_coreg2_small,FD,3.0,17,1,1,47,-28083.222390919924,3.252426021071101,83.79
gst_coreg2_small,FD,3.0,18,1,1,41,-28083.22237637639,3.2523991097923983,58.88
gst_coreg2_small,FD,3.0,19,1,1,33,-28083.222401738167,3.2524286239242866,65.47
gst_coreg2_small,FD,3.0,20,1,1,35,-28083.22232800722,3.2523539098287952,64.83
gst_coreg2_small,FD,3.0,21,1,1,43,-28083.222379386425,3.2524376641125823,78.59
gst_coreg2_small,FD,3.0,22,0,0,0,nan,nan,3.56
gst_coreg2_small,FD,3.0,23,1,1,25,-28083.19933053851,3.249767550389896,50.25
gst_coreg2_small,FD,3.0,24,1,1,37,-28083.22234517336,3.2524300783953777,64.84
gst_coreg2_small,FD,3.0,25,1,1,35,-28083.22227048874,3.252399218962745,63.81
gst_coreg2_small,FD,3.0,26,1,1,45,-28083.221810221672,3.252503766623511,80.22
gst_coreg2_small,FD,3.0,27,1,1,36,-28083.22233915329,3.252354861429186,65.84
gst_coreg2_small,FD,3.0,28,1,1,36,-28083.22061598301,3.252212235622123,61.63
gst_coreg2_small,FD,3.0,29,1,1,39,-28083.222350418568,3.2524036296148857,74.87
gst_coreg2_small,FD,3.0,30,1,1,41,-28083.22200372815,3.252611890003083,73.09
gst_coreg2_small,FD,3.0,31,1,1,33,-28083.222404539585,3.2524062419685875,57.65
gst_coreg2_small,FD,3.0,32,1,1,36,-28083.221878290176,3.2524798966643367,72.43
gst_coreg2_small,FD,3.0,33,1,1,47,-28083.222404658794,3.2524150685323727,90.05
gst_coreg2_small,FD,3.0,34,1,1,38,-28083.22239756584,3.2524954367850816,69.63
gst_coreg2_small,FD,3.0,35,1,1,38,-28083.222404152155,3.2524423370217606,65.92
gst_coreg2_small,FD,3.0,36,1,1,44,-28083.222402334213,3.2524098145019984,79.53
gst_coreg2_small,FD,3.0,37,1,1,42,-28083.222404897213,3.2524263159030418,69.07
gst_coreg2_small,FD,3.0,38,1,1,46,-28083.222384005785,3.2524328202320114,75.47
gst_coreg2_small,FD,3.0,39,1,1,45,-28083.22240102291,3.2524303709141615,72.82
gst_coreg2_small,FD,3.0,40,1,1,47,-28083.222405463457,3.252423196927909,74.72
gst_coreg2_small,FD,3.0,41,1,1,38,-28083.22240266204,3.2524356099197553,57.99
gst_coreg2_small,FD,3.0,42,1,1,46,-28083.222405731678,3.2524227316775285,87.45
gst_coreg2_small,FD,3.0,43,1,1,40,-28083.222339600325,3.252529077633391,80.08
gst_coreg2_small,FD,3.0,44,1,1,43,-28083.222364991903,3.2525690849941986,75.43
gst_coreg2_small,FD,3.0,45,1,1,38,-28083.22239947319,3.2524489995906447,66.01
gst_coreg2_small,FD,3.0,46,1,1,39,-28083.221622645855,3.252590351083607,66.39
gst_coreg2_small,FD,3.0,47,0,0,0,nan,nan,4.48
gst_coreg2_small,FD,3.0,48,1,1,40,-28083.222341775894,3.25226733406507,65.6
gst_coreg2_small,FD,3.0,49,1,1,25,-28083.220159471035,3.2514923035993606,47.88
