model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg3_small,AD,7.0,0,1,1,120,-69869.17870950699,0.2995921448142218,41.72
gst_coreg3_small,AD,7.0,1,1,0,20,-67481.69738721848,4.416141988281835,35.24
gst_coreg3_small,AD,7.0,2,1,1,83,-69405.44071006775,3.5779512398824735,43.42
gst_coreg3_small,AD,7.0,3,1,1,166,-69869.17846679688,0.29707693795265727,48.85
gst_coreg3_small,AD,7.0,4,1,1,118,-69869.16408157349,0.2845322983857743,44.75
gst_coreg3_small,AD,7.0,5,1,1,134,-69864.35531330109,1.4076172744043047,47.82
gst_coreg3_small,AD,7.0,6,1,1,174,-69869.17629909515,0.3123416311512808,49.91
gst_coreg3_small,AD,7.0,7,1,1,124,-69869.05434370041,0.2718744434983471,44.76
gst_coreg3_small,AD,7.0,8,1,1,62,-69781.29195594788,2.7498571882561347,42.98
gst_coreg3_small,AD,7.0,9,1,1,119,-69869.17602729797,0.30677385157684867,44.75
gst_coreg3_small,AD,7.0,10,1,1,149,-69869.17617702484,0.3120423013739812,47.14
gst_coreg3_small,AD,7.0,11,1,1,131,-69869.1783876419,0.29890309041569846,45.99
gst_coreg3_small,AD,7.0,12,1,1,155,-69869.17525100708,0.299115386471669,47.72
gst_coreg3_small,AD,7.0,13,1,1,159,-69869.17866945267,0.29770329978364757,47.94
gst_coreg3_small,AD,7.0,14,1,1,94,-69446.31155061722,3.3978288827229925,44.81
gst_coreg3_small,AD,7.0,15,1,1,185,-69869.17797136307,0.29615032837610006,52.92
gst_coreg3_small,AD,7.0,16,1,1,90,-69869.06786441803,0.3355593149936673,40.41
gst_coreg3_small,AD,7.0,17,1,0,14,-67984.96351957321,4.340241392907396,36.31
gst_coreg3_small,AD,7.0,18,1,1,151,-69869.17759132385,0.3036393935589895,49.28
gst_coreg3_small,AD,7.0,19,1,1,143,-69869.17702484131,0.29462854669223354,47.27
gst_coreg3_small,AD,7.0,20,1,1,157,-69869.17936229706,0.30110302435624525,48.24
gst_coreg3_small,AD,7.0,21,1,1,157,-69869.17861175537,0.3051181792334638,48.07
gst_coreg3_small,AD,7.0,22,1,1,148,-69869.17615747452,0.3051315359030503,46.79
gst_coreg3_small,AD,7.0,23,1,1,129,-69869.17384672165,0.315650932695952,45.38
gst_coreg3_small,AD,7.0,24,1,1,141,-69859.20982933044,2.7136296643594173,46.13
gst_coreg3_small,AD,7.0,25,1,1,154,-69869.17730665207,0.301502380934938,48.61
gst_coreg3_small,AD,7.0,26,1,1,92,-69866.25300073624,0.5622713124786134,44.81
gst_coreg3_small,AD,7.0,27,1,1,113,-69869.17910194397,0.30063159565277886,43.27
gst_coreg3_small,AD,7.0,28,1,1,153,-69869.17859268188,0.3011051490226271,48.06
gst_coreg3_small,AD,7.0,29,1,1,85,-69869.1415014267,0.35926714234163104,40.75
gst_coreg3_small,AD,7.0,30,1,1,149,-69869.17764759064,0.29347183094705626,47.24
gst_coreg3_small,AD,7.0,31,1,1,71,-69423.46334648132,3.7174417911501756,42.54
gst_coreg3_small,AD,7.0,32,1,1,153,-69869.17782211304,0.29514117436381404,47.78
gst_coreg3_small,AD,7.0,33,1,1,115,-69869.17782640457,0.30465290201421774,41.04
gst_coreg3_small,AD,7.0,34,1,1,160,-69869.17925930023,0.2999578675337229,46.8
gst_coreg3_small,AD,7.0,35,1,1,85,-69869.10173225403,0.3888545086733264,37.54
gst_coreg3_small,AD,7.0,36,1,1,139,-69869.16165447235,0.33253051283380675,43.99
gst_coreg3_small,AD,7.0,37,1,0,22,-68364.73673009872,2.5424824151268046,34.69
gst_coreg3_small,AD,7.0,38,1,0,21,-68633.825984478,4.082544841126476,34.22
gst_coreg3_small,AD,7.0,39,1,1,123,-69869.1718840599,0.2842257293411774,42.62
gst_coreg3_small,AD,7.0,40,1,1,135,-69869.17918157578,0.2993399889669237,43.67
gst_coreg3_small,AD,7.0,41,1,1,128,-69869.17937994003,0.29958081388514,43.36
gst_coreg3_small,AD,7.0,42,1,1,152,-69869.17879152298,0.29727524773203023,46.36
gst_coreg3_small,AD,7.0,43,1,1,107,-69765.47401762009,1.8596239167248223,44.09
gst_coreg3_small,AD,7.0,44,1,1,154,-69869.17862129211,0.2985515412905393,45.48
gst_coreg3_small,AD,7.0,45,1,1,100,-69864.16545963287,2.204997413438774,39.36
gst_coreg3_small,AD,7.0,46,1,0,35,-68020.76985406876,4.847719130558932,35.92
gst_coreg3_small,AD,7.0,47,1,1,121,-69869.1759314537,0.29353273983821604,43.48
gst_coreg3_small,AD,7.0,48,1,1,148,-69869.17762756348,0.2960080082285686,44.88
gst_coreg3_small,AD,7.0,49,1,1,177,-69869.17913150787,0.3026386107841559,47.87
