model,method,delta,seed,converged,converged_strict,n_iterations,final_f,theta_error_norm,time_s
gst_coreg2_small,FD,10.0,0,0,0,0,nan,nan,18.61
gst_coreg2_small,FD,10.0,1,1,1,67,-28083.203473508358,3.2560873929340555,128.11
gst_coreg2_small,FD,10.0,2,1,1,79,-28083.20793068409,3.2553957692863933,148.9
gst_coreg2_small,FD,10.0,3,1,0,28,-11149.285361424088,9.719359267687903,74.21
gst_coreg2_small,FD,10.0,4,1,1,64,-28083.22240281105,3.2524732114508486,102.04
gst_coreg2_small,FD,10.0,5,0,0,0,nan,nan,96.06
gst_coreg2_small,FD,10.0,6,0,0,0,nan,nan,5.55
gst_coreg2_small,FD,10.0,7,0,0,0,nan,nan,70.49
gst_coreg2_small,FD,10.0,8,1,1,53,-28083.22239601612,3.2523942270187507,98.72
gst_coreg2_small,FD,10.0,9,1,1,65,-28083.222270786762,3.2526388414696514,121.89
gst_coreg2_small,FD,10.0,10,1,1,83,-28083.222400933504,3.2524500581140856,151.19
gst_coreg2_small,FD,10.0,11,1,1,55,-28083.22238343954,3.252399239648265,93.48
gst_coreg2_small,FD,10.0,12,1,1,61,-28083.2222982049,3.2523059636973883,109.75
gst_coreg2_small,FD,10.0,13,0,0,0,nan,nan,101.85
gst_coreg2_small,FD,10.0,14,0,0,0,nan,nan,110.8
gst_coreg2_small,FD,10.0,15,1,1,74,-28083.22214797139,3.252454438995023,157.47
gst_coreg2_small,FD,10.0,16,1,1,76,-28083.22239536047,3.252410867371323,152.17
gst_coreg2_small,FD,10.0,17,0,0,0,nan,nan,73.33
gst_coreg2_small,FD,10.0,18,1,1,64,-28083.222349762917,3.252386836965278,108.74
gst_coreg2_small,FD,10.0,19,0,0,0,nan,nan,44.8
gst_coreg2_small,FD,10.0,20,0,0,0,nan,nan,27.22
gst_coreg2_small,FD,10.0,21,0,0,0,nan,nan,5.56
gst_coreg2_small,FD,10.0,22,1,1,66,-28083.222309440374,3.2524609920965513,110.88
gst_coreg2_small,FD,10.0,23,0,0,0,nan,nan,90.66
gst_coreg2_small,FD,10.0,24,1,1,116,-28083.222398161888,3.2524185022424055,209.82
gst_coreg2_small,FD,10.0,25,0,0,0,nan,nan,74.48
gst_coreg2_small,FD,10.0,26,0,0,0,nan,nan,101.82
gst_coreg2_small,FD,10.0,27,1,1,85,-28083.222361654043,3.2524929539825527,155.92
gst_coreg2_small,FD,10.0,28,1,1,94,-28083.222395837307,3.2523967341621742,164.16
gst_coreg2_small,FD,10.0,29,0,0,0,nan,nan,6.12
gst_coreg2_small,FD,10.0,30,0,0,0,nan,nan,56.81
gst_coreg2_small,FD,10.0,31,0,0,0,nan,nan,50.92
gst_coreg2_small,FD,10.0,32,1,1,69,-28083.222384095192,3.2524591733236035,133.37
gst_coreg2_small,FD,10.0,33,1,1,57,-28083.222400277853,3.252386160772713,122.44
gst_coreg2_small,FD,10.0,34,1,1,64,-28083.222323149443,3.2523496939842036,117.13
gst_coreg2_small,FD,10.0,35,0,0,0,nan,nan,75.6
gst_coreg2_small,FD,10.0,36,0,0,0,nan,nan,60.2
gst_coreg2_small,FD,10.0,37,0,0,0,nan,nan,92.1
gst_coreg2_small,FD,10.0,38,0,0,0,nan,nan,111.89
gst_coreg2_small,FD,10.0,39,0,0,0,nan,nan,62.34
gst_coreg2_small,FD,10.0,40,0,0,0,nan,nan,62.79
gst_coreg2_small,FD,10.0,41,1,0,29,-12315.366396814585,7.21184958917918,67.79
gst_coreg2_small,FD,10.0,42,1,0,26,-5314.693593179807,9.73977024790622,73.26
gst_coreg2_small,FD,10.0,43,1,1,68,-28083.22237998247,3.252339481907224,123.79
gst_coreg2_small,FD,10.0,44,0,0,0,nan,nan,71.87
gst_coreg2_small,FD,10.0,45,1,1,81,-28083.222355037928,3.2523614677237025,149.26
gst_coreg2_small,FD,10.0,46,0,0,0,nan,nan,8.34
gst_coreg2_small,FD,10.0,47,0,0,0,nan,nan,16.52
gst_coreg2_small,FD,10.0,48,0,0,0,nan,nan,0.1
gst_coreg2_small,FD,10.0,49,1,1,84,-28083.22240051627,3.2524324822064057,150.07
